pair,pool,volume,vol_rank,Volume Share,tvl,tvl_rank,TVL Share,Fee Earned,fee_rank,Fee Share,Fee/TVL,apy
OGN-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x70bb8e6844dfb681810fd557dd741bcaf027bf94"" target=""_blank"">🔗🦄 0x70bb...bf94</a>",2.2508884238322067e+08,146.,0.00026516468236930524,287223.095220499,146.,0.00022105304221935808,675266.527149662,181.,0.0005090066053283056,235.1017513515983,1.1411188729166672
WOO-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x122e55503a0b2e5cd528effa44d0b2fea300f24b"" target=""_blank"">🔗🦄 0x122e...f24b</a>",2.1111931350123373e+08,147.,0.0002487079551072122,36037.8398779014,421.,2.7735492975968926e-05,633357.9405037011,186.,0.0004774164900699495,1757.480311388141,8.530323319902546
TOWN-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0xa9c5b677f0ed59d39d3f441dcb5daf0d6e276b5b"" target=""_blank"">🔗🦄 0xa9c5...6b5b</a>",2.082981389297323e+08,148.,0.0002453844857995381,5846.08907695664,732.,4.499275291753745e-06,2.082981389297323e+06,78.,0.0015701226749734636,35630.33956338008,172.93981304034213
USDC-wCFG 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x7270233ccae676e776a659affc35219e6fcfbb10"" target=""_blank"">🔗🦄 0x7270...bb10</a>",2.0802311213954318e+08,149.,0.0002450604919902875,353753.60494461,129.,0.00027225634661808354,624069.3364186295,188.,0.00047041486827545907,176.41356234838796,0.8562626363984256
QRDO-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x8debdc55ae250b4334f96dfdfe04e76652658c7a"" target=""_blank"">🔗🦄 0x8deb...8c7a</a>",2.0669037831719172e+08,150.,0.0002434904721841303,1723.34212922247,957.,1.3263209915517436e-06,620071.1349515752,190.,0.0004674010790909806,35980.733276179824,174.6405272048622
DC-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0x498498fa386ef2860e7abf8c60254580c8c41ec5"" target=""_blank"">🔗🦄 0x4984...1ec5</a>",2.0587363661640933e+08,151.,0.00024252831408081118,563795.128681934,94.,0.00043390879931824256,2.0587363661640931e+06,79.,0.0015518471105481942,365.15682052399086,1.7723702060007536
UMA-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x157dfa656fdf0d18e1ba94075a53600d81cb3a97"" target=""_blank"">🔗🦄 0x157d...3a97</a>",2.0560540756490144e+08,152.,0.000242212328310516,239460.31890984,175.,0.00018429378718727758,616816.2226947043,192.,0.000464947571073184,257.5859856458906,1.250251127137634
UBT-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0xdd5a65da22031b6ae5205fd89f67b5141e4f0ead"" target=""_blank"">🔗🦄 0xdd5a...0ead</a>",2.043066535731803e+08,153.,0.00024068233825839125,236.888541491703,1311.,1.823144922362438e-07,612919.9607195408,194.,0.0004620106224733193,258737.69869152084,1255.8412237021955
SHI-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x959c7d5706ac0b5a29f506a1019ba7f2a1c70c70"" target=""_blank"">🔗🦄 0x959c...0c70</a>",2.02836069466179e+08,154.,0.0002389499246767067,809551.216163732,71.,0.0006230479447622158,608508.208398537,195.,0.0004586851043524341,75.16611626897563,0.3648355377417035
XEN-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0x2a9d2ba41aba912316d16742f259412b681898db"" target=""_blank"">🔗🦄 0x2a9d...98db</a>",1.9598733516669384e+08,155.,0.00023088181061149292,386063.77680174,121.,0.0002971229464928806,1.9598733516669383e+06,82.,0.0014773255322106278,507.65533298748613,2.4640185710163887
SUSHI-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x73a6a761fe483ba19debb8f56ac5bbf14c0cdad1"" target=""_blank"">🔗🦄 0x73a6...dad1</a>",1.948787135298075e+08,156.,0.0002295758049423527,93672.4004471947,281.,7.2092284483412e-05,584636.1405894225,201.,0.0004406906685124485,624.1284922755829,3.0293470702205814
EUROC-USDC 0.05%,"<a href=""https://info.uniswap.org/#/pools/0x95dbb3c7546f22bce375900abfdd64a4e5bd73d6"" target=""_blank"">🔗🦄 0x95db...73d6</a>",1.947593922176782e+08,157.,0.00022943523912178309,497083.345265313,103.,0.00038256598280551765,97379.6961088391,497.,7.34034733714507e-05,19.59021500848388,0.09508548508107204
wNXM-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0x058d79a4c6eb5b11d0248993ffa1faa168ddd3c0"" target=""_blank"">🔗🦄 0x058d...d3c0</a>",1.9295444965584603e+08,158.,0.00022730893638711342,548893.526935606,96.,0.00042244020763887815,1.9295444965584602e+06,84.,0.0014544640590565781,351.5334763247858,1.7062462614168459
TKING-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0xa2ff3d4ffaf8c67cfc71a19ea437bcc2a9893d16"" target=""_blank"">🔗🦄 0xa2ff...3d16</a>",1.9172457092702016e+08,159.,0.0002258600844625625,84211.8041358227,298.,6.481120705392274e-05,575173.7127810605,203.,0.00043355802079003144,683.0084198806381,3.3151339528780976
PILOT-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0xfc9f572124d8f469960b94537b493f2676776c03"" target=""_blank"">🔗🦄 0xfc9f...6c03</a>",1.8970447116126803e+08,160.,0.00022348031695801422,2709.07982909873,863.,2.084965825528898e-06,569113.4134838041,204.,0.0004289898506697223,21007.628028190647,101.96521582831896
BGLD-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0xc00c5977395664267c118d71569dccf4bc37bf5f"" target=""_blank"">🔗🦄 0xc00c...bf5f</a>",1.8924254947207308e+08,161.,0.00022293615263295035,14559.8716410895,573.,1.1205588875488477e-05,1.8924254947207307e+06,85.,0.0014264842668427543,12997.54243286119,63.08647590417998
RSR-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0xba8eb224b656681b2b8cce9c3fc920d98594675b"" target=""_blank"">🔗🦄 0xba8e...675b</a>",1.8351942241873667e+08,162.,0.00021619405404117113,21311.7592039093,510.,1.6401986070980587e-05,550558.26725621,207.,0.0004150032370690977,2583.3543912940745,12.538887670509803
LEASH-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0xc246467ab1466f4963ba45c335479b3055e82060"" target=""_blank"">🔗🦄 0xc246...2060</a>",1.832707539096256e+08,163.,0.0002159011114610968,19025.6541425804,524.,1.4642550680689735e-05,1.8327075390962558e+06,87.,0.0013814696945998993,9632.822742186621,46.755057192794105
MOONEY-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0x6de28f1176311b7408329a4d21c2bd1441be157f"" target=""_blank"">🔗🦄 0x6de2...157f</a>",1.7645974992948967e+08,164.,0.0002078774453926829,208968.396888116,188.,0.00016082655130625267,1.7645974992948966e+06,88.,0.0013301292849184018,844.432711152817,4.0986428134412
WETH-NFD 1%,"<a href=""https://info.uniswap.org/#/pools/0xae91b3bc45379290d9e8ff8a633f34ad3101086b"" target=""_blank"">🔗🦄 0xae91...086b</a>",1.7392844612684694e+08,165.,0.00020489545676232148,301.328018762325,1278.,2.3190849329928763e-07,1.7392844612684695e+06,89.,0.0013110486655801914,577206.3508771631,2801.599974337294
AGIX-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0x99132b53ab44694eeb372e87bced3929e4ab8456"" target=""_blank"">🔗🦄 0x9913...8456</a>",1.6470123600799748e+08,166.,0.00019402539223840377,925393.613682966,60.,0.0007122027335508832,1.6470123600799749e+06,91.,0.0012414952268947049,177.9796548978812,0.8638640164591308
ERN-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x07ed78c6c91ce18811ad281d0533819cf848075b"" target=""_blank"">🔗🦄 0x07ed...075b</a>",1.6220779949569625e+08,167.,0.00019108801296277214,1724.56545319517,956.,1.3272624878669253e-06,486623.3984870888,216.,0.0003668100137922857,28217.16030467284,136.95829137241472
WETH-PSP 1%,"<a href=""https://info.uniswap.org/#/pools/0x4a73a7e29988f171910119d660c4dd548282bf2a"" target=""_blank"">🔗🦄 0x4a73...bf2a</a>",1.6179622644386598e+08,168.,0.000190603161575183,1491.47306598596,979.,1.1478695972248531e-06,1.61796226443866e+06,93.,0.00121959766501012,108480.8235118267,526.535911992244
ELON-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0x381fe4eb128db1621647ca00965da3f9e09f4fac"" target=""_blank"">🔗🦄 0x381f...4fac</a>",1.6145857883929312e+08,169.,0.00019020539765729458,308211.805111165,137.,0.00023720640262385288,1.6145857883929315e+06,95.,0.0012170525238830111,523.855920382604,2.5426517412187564
GUSD-USDC 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x93f267fd92b432bebf4da4e13b8615bb8eb2095c"" target=""_blank"">🔗🦄 0x93f2...095c</a>",1.5617994765659863e+08,170.,0.00018398693500013252,19788.4423689491,518.,1.5229608827523169e-05,468539.8429697959,222.,0.00035317887877219737,2367.744940374903,11.492379032404783
FTT-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0x9d2713fa2f387ed1284a4176e7841253b4da2a71"" target=""_blank"">🔗🦄 0x9d27...2a71</a>",1.5431840422741178e+08,171.,0.00018179395392256935,966.128132914734,1067.,7.435528914920913e-07,1.543184042274118e+06,97.,0.0011632308713277442,159728.71399764033,775.2789974619511
STG-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x6ce6d6d40a4c4088309293b0582372a2e6bb632e"" target=""_blank"">🔗🦄 0x6ce6...632e</a>",1.5341429085784286e+08,172.,0.0001807288681016586,13748.6450086768,584.,1.0581251494518029e-05,460242.8725735286,223.,0.0003469247367910453,3347.5507752441663,16.24808554473565
WETH-WRLD 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x04ca0c71eec16fd4fa9d35ac924cc33eeb4187a2"" target=""_blank"">🔗🦄 0x04ca...87a2</a>",1.531574947370605e+08,173.,0.00018042635083301053,2839.51822798544,853.,2.1853540094038537e-06,459472.4842111815,224.,0.00034634402865679504,16181.353571981279,78.53981454485594
INST-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0xcba27c8e7115b4eb50aa14999bc0866674a96ecb"" target=""_blank"">🔗🦄 0xcba2...6ecb</a>",1.528935175178456e+08,174.,0.00018011537391054416,6274.87830048528,712.,4.829280656604772e-06,458680.5525535368,225.,0.00034574708148334154,7309.792008524912,35.47970855201586
EWTB-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0xb1608e16609a7ff3ac5b0da49a0539bb0c3c3d9d"" target=""_blank"">🔗🦄 0xb160...3d9d</a>",1.5211171380210206e+08,175.,0.0001791943743098295,30256.420443486,452.,2.3285988825397284e-05,456335.14140630624,226.,0.00034397914287221233,1508.2258070106639,7.320510898389526
WDOGE-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0x68082ecc5bbad8fe77c2cb9d0e3403d9a00ccbc2"" target=""_blank"">🔗🦄 0x6808...cbc2</a>",1.49516415224797e+08,176.,0.00017613699698442231,515495.822504671,101.,0.000396736619416164,1.49516415224797e+06,100.,0.0011270341397740258,290.0438930781873,1.407792832094925
USDC-LRC 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x223a719005e758599dfc7840507c67e5240a930e"" target=""_blank"">🔗🦄 0x223a...930e</a>",1.434286471913382e+08,177.,0.00016896533507600224,39225.9645397491,405.,3.018914195894841e-05,430285.9415740146,232.,0.0003243436149065048,1096.941647255073,5.32425134638433
WETH-RARI 0.3%,"<a href=""https://info.uniswap.org/#/pools/0xfaace66bd25abff62718abd6db97560e414ec074"" target=""_blank"">🔗🦄 0xfaac...c074</a>",1.4153427606626233e+08,178.,0.00016673368151045096,40164.4796537047,399.,3.0911443279980636e-05,424602.828198787,234.,0.00032005976233790356,1057.1600375746991,5.131162416419749
UNI-AAVE 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x59c38b6775ded821f010dbd30ecabdcf84e04756"" target=""_blank"">🔗🦄 0x59c3...4756</a>",1.408286460129427e+08,179.,0.0001659024178770445,195826.624996305,197.,0.00015071236235286262,422485.93803882814,235.,0.00031846407969875104,215.74489068930228,1.047166025287172
TEL-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0xf359492d26764481002ed88bd2acae83ca50b5c9"" target=""_blank"">🔗🦄 0xf359...b5c9</a>",1.4082506845542184e+08,180.,0.0001658982033549312,2261.0471622198,897.,1.7401502947610525e-06,422475.2053662655,236.,0.0003184559895580324,18684.935565496886,90.69150906125483
SHIT-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0x93c212b82c41dc99ba8ff5b21e03946da567ae6f"" target=""_blank"">🔗🦄 0x93c2...ae6f</a>",1.393900054351113e+08,181.,0.00016420763519556984,1337.85966123001,1000.,1.0296454327616576e-06,1.393900054351113e+06,104.,0.0010507026578483883,104188.80953997673,505.70366332568494
CRO-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0x87b1d1b59725209879cc5c5adeb99d8bc9eccf12"" target=""_blank"">🔗🦄 0x87b1...cf12</a>",1.386685127761938e+08,182.,0.00016335768470620738,73359.1231115047,314.,5.645875143115994e-05,1.386685127761938e+06,105.,0.0010452641455822014,1890.2694974341482,9.174845300046066
MCB-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0xd1ede4862697fa88e8948fd83317e4d7888910f5"" target=""_blank"">🔗🦄 0xd1ed...10f5</a>",1.3788138993311822e+08,183.,0.0001624304189365678,373.391331460324,1245.,2.873699612988173e-07,413644.1697993546,240.,0.00031179927660882,110780.33552134241,537.6971072511965
KP3R-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0x11b7a6bc0259ed6cf9db8f499988f9ecc7167bf5"" target=""_blank"">🔗🦄 0x11b7...7bf5</a>",1.3781314810656744e+08,184.,0.00016235002702522273,1.120468331432832e+06,49.,0.0008623364119919785,1.3781314810656745e+06,106.,0.0010388165245422238,122.99602250278222,0.5969886730520679
WBTC-FUN 0.01%,"<a href=""https://info.uniswap.org/#/pools/0x3ffedcddd268511acc44ae67845bdd56c8417fa4"" target=""_blank"">🔗🦄 0x3ffe...7fa4</a>",1.3554985051938725e+08,185.,0.00015968376165436936,80788.7161158207,301.,6.217672524101288e-05,13554.985051938726,887.,1.0217560991341833e-05,16.778314724677593,0.08143729886312928
sILV2-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0xef9a9283440b2d7efb9c7dcc17e94e234d5ccccd"" target=""_blank"">🔗🦄 0xef9a...cccd</a>",1.3155495092883113e+08,186.,0.00015497759199348686,69004.9271929509,329.,5.310766904874734e-05,1.3155495092883112e+06,108.,0.000991643096379558,1906.4573542839698,9.253416679702779
KROM-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x6ae0cdc5d2b89a8dcb99ad6b3435b3e7f7290077"" target=""_blank"">🔗🦄 0x6ae0...0077</a>",1.2959773496483742e+08,187.,0.00015267190440841792,473479.872253432,107.,0.0003644002447327722,388793.20489451225,246.,0.0002930669616238909,82.11398787537247,0.3985585847674329
ELON-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x610a94f64d1d149623369e5bac9576065d23893b"" target=""_blank"">🔗🦄 0x610a...893b</a>",1.295911903206714e+08,188.,0.0001526641945260749,459.055547002055,1200.,3.53298975260237e-07,388773.5709620142,247.,0.0002930521618360615,84689.87544121187,411.0612305324778
OVR-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0xc3f6b81fb9e6db259272026601689e383f94c0b0"" target=""_blank"">🔗🦄 0xc3f6...c0b0</a>",1.2863098440430114e+08,189.,0.0001515330291865244,1.83158132007699e+06,43.,0.0014096241897412383,1.2863098440430113e+06,109.,0.0009696026395391027,70.2294694722559,0.34087441964592297
LINK-USDC 0.3%,"<a href=""https://info.uniswap.org/#/pools/0xfad57d2039c21811c8f2b5d5b65308aa99d31559"" target=""_blank"">🔗🦄 0xfad5...1559</a>",1.272281480754917e+08,190.,0.0001498804255052119,263404.3085568235,158.,0.00020272159415130742,381684.4442264751,249.,0.0002877084757664585,144.90440430443275,0.7033258985521005
WETH-GTC 0.3%,"<a href=""https://info.uniswap.org/#/pools/0xd017617f6f0fd22796e137a8240cc38f52a147b2"" target=""_blank"">🔗🦄 0xd017...47b2</a>",1.2674920070454179e+08,191.,0.0001493162041686726,26841.4274662038,471.,2.065773713064256e-05,380247.6021136254,251.,0.00028662540397650686,1416.6444858135708,6.87600049630257
UFO-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0x8e794abe66a4f65c0b6369ceb91af9d50d78fbfa"" target=""_blank"">🔗🦄 0x8e79...fbfa</a>",1.2599176612746824e+08,192.,0.0001484239124987759,22373.117345389,501.,1.721883001550482e-05,1.2599176612746825e+06,110.,0.0009497085757613288,5631.390752680899,27.333213094794257
XMON-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0x59b4bb1f5d943cf71a10df63f6b743ee4a4489ee"" target=""_blank"">🔗🦄 0x59b4...89ee</a>",1.258383038007623e+08,193.,0.00014824312704230555,42923.1804918896,391.,3.3034598496261945e-05,1.2583830380076228e+06,111.,0.0009485517978844198,2931.7096813117014,14.229707894664507
1INCH-USDT 1%,"<a href=""https://info.uniswap.org/#/pools/0xa21ed0af81d7cdaebd06d1150c166821cfcd64ff"" target=""_blank"">🔗🦄 0xa21e...64ff</a>",1.2495354707757847e+08,194.,0.00014720084421303176,496531.740271414,104.,0.0003821414557948636,1.2495354707757847e+06,112.,0.0009418826235939344,251.65268792137317,1.2214525411077288
RVP-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0xefbd546647fda46067225bd0221e08ba91071584"" target=""_blank"">🔗🦄 0xefbd...1584</a>",1.2424351086207211e+08,195.,0.00014636438992430737,32917.4381067576,437.,2.533396497931366e-05,1.2424351086207211e+06,115.,0.000936530468419879,3774.397948562292,18.31988365991006
OCEAN-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x283e2e83b7f3e297c4b7c02114ab0196b001a109"" target=""_blank"">🔗🦄 0x283e...a109</a>",1.2395592463852878e+08,196.,0.0001460256005431357,397707.7376040288,118.,0.00030608438797046406,371867.77391558635,253.,0.00028030880492587313,93.50277572065505,0.45383661087817945
PAPER-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0xad6d2f2cb7bf2c55c7493fd650d3a66a4c72c483"" target=""_blank"">🔗🦄 0xad6d...c483</a>",1.2367969406274568e+08,197.,0.00014570018862083568,6926.79474341332,701.,5.331009505642608e-06,1.2367969406274569e+06,117.,0.0009322804950610098,17855.256095231136,86.66447439839581
EFI-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x04dd76803f247b611d4f470fc6cd206a9d02f869"" target=""_blank"">🔗🦄 0x04dd...f869</a>",1.228496553529387e+08,198.,0.0001447223660486023,517.157466215438,1183.,3.9801545598419044e-07,368548.96605881606,255.,0.0002778071332851328,71264.36146341656,345.8974991242958
WETH-COW 1%,"<a href=""https://info.uniswap.org/#/pools/0xfcfdfc98062d13a11cec48c44e4613eb26a34293"" target=""_blank"">🔗🦄 0xfcfd...4293</a>",1.2078659015492669e+08,199.,0.00014229198335105993,4940.24737057641,761.,3.802120124580289e-06,1.207865901549267e+06,118.,0.0009104726763735212,24449.502442796453,118.67112222899874
WETH-GRT 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x0e2c4be9f3408e5b1ff631576d946eb8c224b5ed"" target=""_blank"">🔗🦄 0x0e2c...b5ed</a>",1.1998181637779419e+08,200.,0.00014134392399488282,227413.849808094,181.,0.00017502256670656326,359945.4491333826,260.,0.00027132192075344613,158.27771678687427,0.7682362583405465
WETH-MNW 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x78194ba1a135a71f7fba71fda7cdd3885872b8ff"" target=""_blank"">🔗🦄 0x7819...b8ff</a>",1.1867978685134973e+08,201.,0.00013981007521695317,155522.859905398,224.,0.00011969372201894457,356039.36055404914,262.,0.00026837756499473474,228.93056414383202,1.111165637134291
GALA-USDC 1%,"<a href=""https://info.uniswap.org/#/pools/0xd73ea444eef6faf5423b49be3448e94ed214f1ec"" target=""_blank"">🔗🦄 0xd73e...f1ec</a>",1.1829316603211978e+08,202.,0.00013935461867080448,29183.3052986145,460.,2.246009643939885e-05,1.1829316603211977e+06,119.,0.0008916775888434034,4053.4533296245863,19.674341294055505
GEL-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0x2dd31cc03ed996a99fbfdffa07f8f4604b1a2ec1"" target=""_blank"">🔗🦄 0x2dd3...2ec1</a>",1.1800376316043858e+08,203.,0.00013901368919720818,149968.249310469,226.,0.0001154187748061854,1.1800376316043858e+06,120.,0.0008894961098663762,786.858309695564,3.819192593602139
SAND-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x5859ebe6fd3bbc6bd646b73a5dbb09a5d7b6e7b7"" target=""_blank"">🔗🦄 0x5859...e7b7</a>",1.1714773412859637e+08,204.,0.0001380052488679408,2013.10629262125,918.,1.5493296942337973e-06,351443.2023857891,264.,0.0002649130442866625,17457.756884172155,84.7351231745058
GUSD-USDC 0.05%,"<a href=""https://info.uniswap.org/#/pools/0x5aa1356999821b533ec5d9f79c23b8cb7c295c61"" target=""_blank"">🔗🦄 0x5aa1...5c61</a>",1.1672155067368564e+08,205.,0.00013750318577473758,679894.81127652,81.,0.000523261600208202,58360.77533684282,600.,4.3991548439288185e-05,8.5837947825001,0.041663365633145426
agEUR-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x9496d107a4b90c7d18c703e8685167f90ac273b0"" target=""_blank"">🔗🦄 0x9496...73b0</a>",1.1665524181764168e+08,206.,0.00013742507098874905,8325.57321639998,665.,6.407539359926351e-06,349965.725452925,265.,0.00026379934252919137,4203.503066474166,20.402641213604664
WETH-Truebit 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x2efec2097beede290b2eed63e2faf5ecbbc528fc"" target=""_blank"">🔗🦄 0x2efe...28fc</a>",1.1614413448330803e+08,207.,0.00013682296378285537,3755.92727060886,802.,2.8906420247485843e-06,348432.4034499241,269.,0.00026264354552720296,9276.867690610019,45.02734982809385
WETH-RAIL 1%,"<a href=""https://info.uniswap.org/#/pools/0x2837809fd68e4a4104af76bbec5b622b6146b2cb"" target=""_blank"">🔗🦄 0x2837...b2cb</a>",1.1432443345491013e+08,208.,0.00013467927491719086,634225.575485193,86.,0.0004881135787729621,1.1432443345491013e+06,122.,0.0008617618294304743,180.25831482347596,0.8749240014703287
Nvir-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0x9ee5f9bf3c2619a443d1cc228aa67b6a9776f961"" target=""_blank"">🔗🦄 0x9ee5...f961</a>",1.1299148306718819e+08,209.,0.00013310899998738082,14430.9625857579,574.,1.1106377707149811e-05,1.1299148306718818e+06,123.,0.0008517142330422853,7829.795302684862,38.00366071116987
WETH-TRIBE 0.05%,"<a href=""https://info.uniswap.org/#/pools/0x6f483af1e32cc556d92de33c0b15c0f8b03a6d12"" target=""_blank"">🔗🦄 0x6f48...6d12</a>",1.1143356355593829e+08,210.,0.0001312737014093456,108.0776260356467,1450.,8.317885444652335e-08,55716.78177796915,607.,4.199854251969531e-05,51552.5588613432,250.2218614945514
WETH-ATRI 1%,"<a href=""https://info.uniswap.org/#/pools/0xb2f8b3bad4325c3c62f294da45fc144b1b180cc2"" target=""_blank"">🔗🦄 0xb2f8...0cc2</a>",1.1131641415058348e+08,211.,0.00013113569419169872,3304.46721089224,829.,2.54318869908799e-06,1.1131641415058346e+06,124.,0.0008390877943154777,33686.6450917293,163.50565769256906
HOT-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0xf7849d0852fc588210b9c0d8b26f43c0c9bc1470"" target=""_blank"">🔗🦄 0xf784...1470</a>",1.1042887515347333e+08,212.,0.00013009013371981004,690552.743281756,79.,0.0005314641728171902,1.1042887515347335e+06,125.,0.0008323976476274368,159.9137447904058,0.7761770857513047
USDC-GYEN 0.05%,"<a href=""https://info.uniswap.org/#/pools/0x1837164d1ac7cb56d75c8964aab903a26ee02286"" target=""_blank"">🔗🦄 0x1837...2286</a>",1.0849892217858063e+08,213.,0.00012781656315026646,739409.53536543,75.,0.0005690654058060755,54249.461089290315,615.,4.089249639917308e-05,7.336862522672123,0.03561110134009741
WETH-LIT 1%,"<a href=""https://info.uniswap.org/#/pools/0x86347ace0fbf4e408c0183622e9c063ca5a2258a"" target=""_blank"">🔗🦄 0x8634...258a</a>",1.0767755010079727e+08,214.,0.0001268489502565912,270265.157867312,154.,0.00020800185064017988,1.0767755010079728e+06,127.,0.0008116585384177931,398.41447173764846,1.9337936460670437
SOUL-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x92f0b57e3814e4bd74ef6a6fd6d825db522ccfe2"" target=""_blank"">🔗🦄 0x92f0...cfe2</a>",1.0742121486054459e+08,215.,0.00012654697592573595,53.3250058894387,1555.,4.1040065977898876e-08,322263.6445816338,282.,0.00024291789560726952,604338.6947763278,2933.292866932974
CIV-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x2b1b8052eed6467967d047b58b71f8e9ffa057b5"" target=""_blank"">🔗🦄 0x2b1b...57b5</a>",1.0595952893236856e+08,216.,0.00012482504479505553,1006.71689951897,1058.,7.74790875091251e-07,317878.5867971057,283.,0.00023961249946022133,31575.76742269794,153.26004134687165
WETH-ZRX 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x14424eeecbff345b38187d0b8b749e56faa68539"" target=""_blank"">🔗🦄 0x1442...8539</a>",1.0592456648308487e+08,217.,0.00012478385747248104,86738.1483117628,292.,6.675553560924311e-05,317773.6994492546,284.,0.00023953343682239607,366.35979166523254,1.778209095183642
sILV-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0xa7f72a1ec0ab189998a3eec8b886e6360aff39da"" target=""_blank"">🔗🦄 0xa7f7...39da</a>",1.043759914439892e+08,218.,0.00012295956709887053,198.651618098562,1342.,1.528865375145891e-07,1.043759914439892e+06,133.,0.0007867718441033614,525422.3068658949,2550.2545479528144
WETH-SOL 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x127452f3f9cdc0389b0bf59ce6131aa3bd763598"" target=""_blank"">🔗🦄 0x1274...3598</a>",1.0379540835565746e+08,219.,0.0001222756143601365,117030.967380621,253.,9.006953759585554e-05,311386.2250669724,288.,0.00023471864663033548,266.0716492706138,1.291438191273591
HEX-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0x82743c07bf3be4d55876f87bca6cce5f84429bd0"" target=""_blank"">🔗🦄 0x8274...9bd0</a>",1.0360385375248933e+08,220.,0.00012204995450526473,7697.1058658203,683.,5.923857434298028e-06,1.0360385375248933e+06,135.,0.0007809515765587024,13460.105078267363,65.33162704212218
COVAL-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0x2b43fe4f41d871fbc75af6e0ce85bce38ff1edc7"" target=""_blank"">🔗🦄 0x2b43...edc7</a>",1.0214084911889036e+08,221.,0.00012032646988085754,35061.4602013052,428.,2.698405027702074e-05,1.0214084911889036e+06,137.,0.0007699236491820689,2913.1943887233783,14.13983978569193
USDC-SNX 1%,"<a href=""https://info.uniswap.org/#/pools/0x020c349a0541d76c16f501abc6b2e9c98adae892"" target=""_blank"">🔗🦄 0x020c...e892</a>",1.012853370362672e+08,222.,0.00011931863854079649,150551.207082506,225.,0.00011586743158601457,1.012853370362672e+06,138.,0.0007634749169632298,672.763367355535,3.265407301659179
MATIC-USDC 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x07a6e955ba4345bae83ac2a6faa771fddd8a2011"" target=""_blank"">🔗🦄 0x07a6...2011</a>",1.009008137233881e+08,223.,0.00011886565295055748,3.914798702571495e+06,31.,0.0030129128795004477,302702.4411701643,290.,0.00022817292996142792,7.732260689964202,0.03753025467868263
